suite,shot,method,n_bins,n_dof,fits_data,seconds,resid_pct,resid_unsat_pct,n_imputed_channels,hi10_frac,centroid_mev,n_eff_bins,wasserstein_mev,total_variation,log_rms,hi10_frac_err,truth_hi10_frac,truth_n_eff_bins,truth_a4,truth_a3,truth_has_bump,pred_a4,a4_err,pred_a4_sigma,a4_within_1sig
synthetic-inprior,inprior_0000,CNN n50,50,50,False,0.7947265000111656,31.53162546204723,31.53162546204723,0,0.24136192193219652,22.79203575412328,13.41027929728288,7.86457239893297,0.3519792692293656,0.4117003761216971,0.34545092011559575,0.5868128420477923,35.322072525579834,9.317207329181194,8.187526149687763,True,,,,
synthetic-inprior,inprior_0000,DNN spectrum n20,20,20,False,0.27900490000320133,57.35406693559273,57.35406693559273,0,2.085940437517959e-17,16.299993346659285,2.7777777777778216,14.779986765478759,0.8562500804150667,4.063598843616761,0.5868128420477923,0.5868128420477923,35.322072525579834,9.317207329181194,8.187526149687763,True,,,,
synthetic-inprior,inprior_0000,DNN classifier n50,50,50,False,0.4215289000130724,49.4661634698929,49.4661634698929,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,14.680655808817015,0.9521842252949106,4.167456765846381,0.5868116152477231,0.5868128420477923,35.322072525579834,9.317207329181194,8.187526149687763,True,,,,
synthetic-inprior,inprior_0000,PFF ensemble,200,6,False,1.8037558999931207,31.41874777671693,31.41874777671693,0,0.4053494511688017,19.838022470767008,21.891324250203162,5.504880531308735,0.18875072243846305,0.35911671787240507,0.18146339087899055,0.5868128420477923,35.322072525579834,9.317207329181194,8.187526149687763,True,15.2315092086792,5.914301879498005,3.421313762664795,False
synthetic-inprior,inprior_0000,TSVD_NN,100,7,True,0.02503900000010617,29.27247962225472,29.27247962225472,0,0.22714963720877204,43.15593379736408,10.461203528937013,6.5239994918623125,0.623597360972587,3.4682025601137267,0.35966320483902026,0.5868128420477923,35.322072525579834,9.317207329181194,8.187526149687763,True,,,,
synthetic-inprior,inprior_0000,truth (reference),200,6,False,0.0,30.19668850163353,30.19668850163353,0,0.5868128420477923,24.13484551744734,35.322072525579834,0.0,0.0,0.0,0.0,0.5868128420477923,35.322072525579834,9.317207329181194,,True,,,,
synthetic-inprior,inprior_0001,CNN n50,50,50,False,0.16221470000164118,28.40588741422085,28.40588741422085,0,0.311853675913941,32.45810280393199,9.879029760869996,5.693418506516013,0.4070384739454305,0.44518120873468164,0.31378136073032337,0.6256350366442643,38.4803137848252,17.027852459492493,10.474010322602615,True,,,,
synthetic-inprior,inprior_0001,DNN spectrum n20,20,20,False,0.16176690001157112,41.77287202294996,41.77287202294996,0,0.0,,2.7777777914079405,13.882403121695905,0.8816517030783101,4.094414379738649,0.6256350366442643,0.6256350366442643,38.4803137848252,17.027852459492493,10.474010322602615,True,,,,
synthetic-inprior,inprior_0001,DNN classifier n50,50,50,False,0.16274980000162032,48.04119956767534,48.04119956767534,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,15.907998766049902,0.9573581232077624,4.192233102004472,0.6256338098441951,0.6256350366442643,38.4803137848252,17.027852459492493,10.474010322602615,True,,,,
synthetic-inprior,inprior_0001,PFF ensemble,200,6,False,0.77620740000566,28.6609141007313,28.6609141007313,0,0.6742053485787811,26.22911258818671,42.931140004650814,1.9163867230319753,0.06151747293457055,0.07468326067600162,0.048570311934516774,0.6256350366442643,38.4803137848252,17.027852459492493,10.474010322602615,True,15.310911178588867,1.716941280903626,3.3880724906921387,True
synthetic-inprior,inprior_0001,TSVD_NN,100,7,True,0.018060899994452484,28.18393439634358,28.18393439634358,0,0.19020426140384344,40.34564906824437,4.47098731179917,9.046801039856227,0.6969315314831215,3.5802566658764166,0.4354307752404209,0.6256350366442643,38.4803137848252,17.027852459492493,10.474010322602615,True,,,,
synthetic-inprior,inprior_0001,truth (reference),200,6,False,0.0,28.831788297012814,28.831788297012814,0,0.6256350366442643,24.88441514010282,38.4803137848252,0.0,0.0,0.0,0.0,0.6256350366442643,38.4803137848252,17.027852459492493,,True,,,,
synthetic-inprior,inprior_0002,CNN n50,50,50,False,0.16445789999852423,32.586378848427756,32.586378848427756,0,0.40970554760885347,23.77424893122371,20.28621052107874,1.651698218791478,0.1295508704501892,0.1722243347521212,0.04549274853285057,0.45519829614170404,25.071808172898294,17.92769629103508,6.759671281017367,True,,,,
synthetic-inprior,inprior_0002,DNN spectrum n20,20,20,False,0.12819969998963643,59.3207674447509,59.3207674447509,0,0.0,,2.7777777779134976,10.65070336898076,0.7905343638366532,3.916483330089801,0.45519829614170404,0.45519829614170404,25.071808172898294,17.92769629103508,6.759671281017367,True,,,,
synthetic-inprior,inprior_0002,DNN classifier n50,50,50,False,0.1627682999969693,51.576740211018056,51.576740211018056,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,10.601681955327884,0.9304354508331424,4.032723517016219,0.45519706934163484,0.45519829614170404,25.071808172898294,17.92769629103508,6.759671281017367,True,,,,
synthetic-inprior,inprior_0002,PFF ensemble,200,6,False,0.7519027999951504,33.33510382405827,33.33510382405827,0,0.4353596006036235,20.480131091221345,23.7015798788784,0.5929931924283132,0.023862889447951566,0.04820984249084,0.019838695538080542,0.45519829614170404,25.071808172898294,17.92769629103508,6.759671281017367,True,15.316320419311523,2.6113758717235562,3.410649299621582,True
synthetic-inprior,inprior_0002,TSVD_NN,100,7,True,0.06590329999744426,31.015229730931033,31.015229730931033,0,0.26531502126364576,45.67326069559657,7.303318558920336,7.3646973891564915,0.7011097601200474,3.6014309723683056,0.18988327487805828,0.45519829614170404,25.071808172898294,17.92769629103508,6.759671281017367,True,,,,
synthetic-inprior,inprior_0002,truth (reference),200,6,False,0.0,33.13288400814887,33.13288400814887,0,0.45519829614170404,21.025088958909635,25.071808172898294,0.0,0.0,0.0,0.0,0.45519829614170404,25.071808172898294,17.92769629103508,,True,,,,
synthetic-inprior,inprior_0003,CNN n50,50,50,False,0.13336350000463426,30.065934067629225,30.065934067629225,0,0.15960567438683085,17.81114345843342,10.809226983060581,1.5835102915809833,0.2168991386869852,1.3225916649306764,0.006245626065176368,0.15336004832165448,7.480630507137724,18.034506560423782,14.217974105970072,True,,,,
synthetic-inprior,inprior_0003,DNN spectrum n20,20,20,False,0.14255930000217631,46.28395740754787,46.28395740754787,0,0.0,,2.7777781185161428,3.498034181191102,0.4359359869121595,3.169413942575917,0.15336004832165448,0.15336004832165448,7.480630507137724,18.034506560423782,14.217974105970072,True,,,,
synthetic-inprior,inprior_0003,DNN classifier n50,50,50,False,0.154811599990353,39.72808818538433,39.72808818538433,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,3.8150961195221456,0.8212182870349117,3.3971730797678985,0.1533588215215853,0.15336004832165448,7.480630507137724,18.034506560423782,14.217974105970072,True,,,,
synthetic-inprior,inprior_0003,PFF ensemble,200,6,False,0.7742136000015307,31.160602715422137,31.160602715422137,0,0.11930020566539595,14.301822791939252,8.864954261561293,0.952912479573783,0.15089548968032765,0.8073690493984519,0.03405984265625853,0.15336004832165448,7.480630507137724,18.034506560423782,14.217974105970072,True,14.758031845092773,3.276474715331009,3.4470632076263428,True
